,subregion_id,plotname,region,location_y,location_x,countdate,year,countdate_cluster,year_cluster,dem250,plot_nr,plot_name,elevation,plotweight,cov1,ASW,BFMON,BGER,BHE,BPIG,BST,CAT,CC,CURR,EWB,FTCUC,FW,GFAN,GHE,GHR,GOLDBB,GOLDW,LBSW,LEWHE,LST,MACHE,MTB,MTHORN,OFSF,PYR,RFAN,RL,SATBB,SBCUC,SBL,SCC,SD,SFD,SMON,TBBB,VRIF,VT,WOMP,WTTC,YBBB,YSHE,YTSW,site
812,AU,AU10A,WT,-17.7026933,145.5268302,4-Apr-08,2008,1/01/2002,3,852,1000,WT1000,upland,1,1,1,0,3,0,0,1,1,0,3,2,0,0,0,0,3,0,1,0,1,NA,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,AU1000
813,AU,AU10A,WT,-17.7026933,145.5268302,15-Jun-08,2008,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,4,3,2,0,0,0,1,3,0,1,1,0,2,0,0,1,1,NA,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,5,1,1,3,0,0,2,AU1000
814,AU,AU10A,WT,-17.7026933,145.5268302,15-Jun-08,2008,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,1,0,0,3,5,2,2,1,1,2,1,6,3,0,3,1,0,NA,0,0,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,4,0,0,2,AU1000
815,AU,AU10A,WT,-17.7026933,145.5268302,15-Jun-08,2008,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,1,2,1,0,0,1,2,1,1,1,0,0,2,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,2,0,0,2,AU1000
816,AU,AU10A,WT,-17.7026933,145.5268302,19-Oct-08,2008,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,1,0,0,1,0,0,1,1,0,0,2,0,2,0,1,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,AU1000
817,AU,AU10A,WT,-17.7026933,145.5268302,28-Mar-09,2009,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,4,0,0,1,0,1,1,0,0,2,2,0,3,0,1,0,2,NA,0,2,0,0,1,0,0,0,0,0,3,0,5,0,0,1,0,0,2,0,0,2,AU1000
818,AU,AU10A,WT,-17.7026933,145.5268302,20-Jun-09,2009,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,5,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,3,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AU1000
819,AU,AU10A,WT,-17.7026933,145.5268302,15-Oct-10,2010,1/01/2002,3,852,1000,WT1000,upland,1,1,0,0,1,2,3,2,7,3,2,5,0,1,4,0,3,1,5,2,1,NA,0,0,1,1,0,0,0,0,1,0,1,0,3,2,1,1,0,5,4,0,0,9,AU1000
820,AU,AU10A,WT,-17.7026933,145.5268302,18-Jan-12,2012,1/01/2003,4,852,1000,WT1000,upland,1,1,0,1,6,0,0,2,1,1,3,2,0,1,4,0,5,0,0,0,2,NA,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,2,0,0,8,0,0,0,AU1000
821,AU,AU10A,WT,-17.7026933,145.5268302,9-Aug-12,2012,1/01/2003,4,852,1000,WT1000,upland,1,1,0,0,8,0,0,1,0,0,2,5,0,1,6,0,3,0,1,0,1,NA,0,0,1,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,2,AU1000
822,AU,AU10A,WT,-17.7026933,145.5268302,14-Mar-13,2013,1/01/2003,4,852,1000,WT1000,upland,1,1,0,2,0,2,0,0,3,2,2,0,0,0,3,0,3,0,2,3,2,NA,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4,AU1000
823,AU,AU10A,WT,-17.7026933,145.5268302,12-Jun-14,2014,1/01/2003,4,852,1000,WT1000,upland,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,1,2,NA,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,AU1000
827,AU,AU10A,WT,-17.70193123,145.5252242,1-Feb-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,1,0,0,0,5,0,0,3,2,0,2,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,4,0,0,0,AU1000
828,AU,AU10A,WT,-17.70193123,145.5252242,14-May-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,AU1000
829,AU,AU10A,WT,-17.70193123,145.5252242,9-Oct-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,0,0,0,2,1,0,0,3,0,1,3,0,2,0,1,5,3,NA,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,3,0,0,4,0,0,1,AU1000
830,AU,AU10A,WT,-17.70193123,145.5252242,27-Mar-07,2007,1/01/2001,2,851,1000,WT1000,upland,1,1,1,0,2,1,0,2,0,0,1,0,0,1,4,0,2,0,0,3,2,NA,0,0,3,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,AU1000
831,AU,AU10A,WT,-17.70193123,145.5252242,28-Oct-07,2007,1/01/2001,2,851,1000,WT1000,upland,1,1,1,2,0,8,1,2,2,3,1,2,0,2,3,0,4,0,3,4,3,NA,0,0,0,0,0,0,1,2,3,0,1,0,0,0,1,0,0,0,2,0,0,5,AU1000
832,AU,AU10A,WT,-17.70193123,145.5252242,4-Apr-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,4,0,0,3,1,0,3,3,0,1,2,0,3,2,2,0,1,NA,0,0,5,0,0,0,0,1,0,0,3,0,0,0,2,1,0,0,2,0,0,1,AU1000
833,AU,AU10A,WT,-17.70193123,145.5252242,4-Apr-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,0,0,1,3,1,3,1,2,0,0,0,0,3,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,AU1000
834,AU,AU10A,WT,-17.70193123,145.5252242,15-Jun-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,1,0,2,0,3,2,1,2,0,1,1,0,2,0,0,1,1,NA,0,4,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,0,0,0,AU1000
835,AU,AU10A,WT,-17.70193123,145.5252242,19-Oct-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,1,2,0,0,1,0,1,1,1,0,1,4,0,3,0,5,3,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,AU1000
836,AU,AU10A,WT,-17.70193123,145.5252242,28-Mar-09,2009,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,2,0,2,3,1,NA,0,0,3,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,2,0,0,1,AU1000
837,AU,AU10A,WT,-17.70193123,145.5252242,20-Jun-09,2009,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,1,2,2,1,1,3,2,1,1,5,2,0,4,0,1,1,2,NA,0,1,7,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,4,0,0,5,AU1000
838,AU,AU10A,WT,-17.70193123,145.5252242,15-Oct-10,2010,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,1,2,2,2,2,2,2,4,0,0,1,0,3,0,2,5,5,NA,0,0,0,0,0,0,0,0,1,0,2,0,1,1,3,1,0,0,2,0,0,2,AU1000
839,AU,AU10A,WT,-17.70193123,145.5252242,18-Jan-12,2012,1/01/2003,4,851,1000,WT1000,upland,1,1,0,2,7,7,2,4,2,2,2,2,0,1,1,0,4,0,3,1,2,NA,0,0,3,1,0,0,2,1,0,1,1,1,2,0,1,1,0,2,3,0,0,0,AU1000
840,AU,AU10A,WT,-17.70193123,145.5252242,9-Aug-12,2012,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,3,1,0,0,1,0,2,3,0,0,1,0,3,0,1,5,1,NA,0,0,1,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,5,1,0,0,AU1000
841,AU,AU10A,WT,-17.70193123,145.5252242,14-Mar-13,2013,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,2,5,0,2,0,1,2,4,0,3,2,0,0,0,1,0,1,NA,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,AU1000
842,AU,AU10A,WT,-17.70193123,145.5252242,27-Feb-16,2016,1/01/2003,4,851,1000,WT1000,upland,1,1,1,1,1,3,6,3,2,1,3,1,0,0,2,0,2,0,2,1,1,NA,0,0,2,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,AU1000
847,AU,AU10A,WT,-17.70066965,145.5244897,1-Feb-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,0,6,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,3,2,1,2,0,0,1,0,2,2,0,0,0,AU1000
848,AU,AU10A,WT,-17.70066965,145.5244897,14-May-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,AU1000
849,AU,AU10A,WT,-17.70066965,145.5244897,9-Oct-04,2004,1/01/2001,2,851,1000,WT1000,upland,1,1,0,1,1,0,1,3,2,0,0,5,0,1,3,0,1,0,1,1,1,NA,0,0,0,0,2,0,1,0,2,0,3,0,0,0,0,1,0,1,3,0,0,1,AU1000
850,AU,AU10A,WT,-17.70066965,145.5244897,28-Apr-06,2006,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,AU1000
851,AU,AU10A,WT,-17.70066965,145.5244897,27-Mar-07,2007,1/01/2001,2,851,1000,WT1000,upland,1,1,0,0,0,2,0,0,2,0,3,0,0,0,0,0,2,0,0,0,2,NA,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,AU1000
852,AU,AU10A,WT,-17.70066965,145.5244897,4-Apr-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,5,0,2,0,2,1,3,2,0,0,3,0,4,0,1,2,0,NA,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,2,AU1000
853,AU,AU10A,WT,-17.70066965,145.5244897,4-Apr-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,0,0,1,3,3,3,3,3,0,1,0,0,4,0,1,0,1,NA,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,AU1000
854,AU,AU10A,WT,-17.70066965,145.5244897,15-Jun-08,2008,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,2,0,1,0,0,0,1,2,0,1,4,0,2,0,0,0,3,NA,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,AU1000
855,AU,AU10A,WT,-17.70066965,145.5244897,28-Mar-09,2009,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,0,0,0,1,1,5,3,1,0,1,3,0,2,0,1,1,2,NA,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,2,AU1000
856,AU,AU10A,WT,-17.70066965,145.5244897,20-Jun-09,2009,1/01/2002,3,851,1000,WT1000,upland,1,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,2,0,0,1,1,NA,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,5,AU1000
857,AU,AU10A,WT,-17.70066965,145.5244897,15-Oct-10,2010,1/01/2002,3,851,1000,WT1000,upland,1,1,0,2,8,5,2,3,4,2,2,4,0,2,3,0,4,0,4,3,2,NA,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,2,0,0,3,0,0,2,AU1000
858,AU,AU10A,WT,-17.70066965,145.5244897,18-Jan-12,2012,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,0,4,1,3,2,0,4,4,0,1,5,0,5,0,0,2,0,NA,0,0,3,0,0,1,8,0,0,0,0,0,2,0,0,2,0,0,4,0,0,1,AU1000
859,AU,AU10A,WT,-17.70066965,145.5244897,9-Aug-12,2012,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,1,2,0,0,2,1,3,3,0,1,4,0,1,0,0,2,2,NA,0,0,2,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,4,0,0,2,AU1000
860,AU,AU10A,WT,-17.70066965,145.5244897,14-Mar-13,2013,1/01/2003,4,851,1000,WT1000,upland,1,1,0,1,2,1,0,3,0,0,1,1,0,2,4,0,2,0,2,2,3,NA,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,AU1000
861,AU,AU10A,WT,-17.70066965,145.5244897,12-Jun-14,2014,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,1,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,1,NA,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,AU1000
862,AU,AU10A,WT,-17.70066965,145.5244897,27-Feb-16,2016,1/01/2003,4,851,1000,WT1000,upland,1,1,0,3,0,6,1,3,5,2,1,2,0,4,1,0,3,0,4,3,3,NA,0,0,4,0,0,0,4,0,0,6,5,0,5,1,0,0,0,2,6,0,0,3,AU1000
869,AU,AU10A,WT,-17.69954396,145.5238012,1-Feb-04,2004,1/01/2001,2,889,1000,WT1000,upland,1,1,2,0,0,5,2,1,2,1,2,1,0,0,0,0,2,0,1,0,0,NA,0,0,0,1,0,0,0,0,0,30,4,0,0,2,0,1,0,1,3,0,0,0,AU1000
870,AU,AU10A,WT,-17.69954396,145.5238012,9-Oct-04,2004,1/01/2001,2,889,1000,WT1000,upland,1,1,1,0,4,0,2,5,4,3,1,5,0,3,0,0,2,0,2,3,2,NA,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,3,0,1,3,0,0,1,AU1000
871,AU,AU10A,WT,-17.69954396,145.5238012,14-May-04,2004,1/01/2001,2,889,1000,WT1000,upland,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,3,AU1000
872,AU,AU10A,WT,-17.69954396,145.5238012,14-Feb-05,2005,1/01/2001,2,889,1000,WT1000,upland,1,1,0,0,0,7,0,3,3,1,1,5,0,3,3,0,4,0,3,2,1,NA,0,0,6,0,0,1,0,0,0,2,1,0,3,1,0,3,0,0,4,0,0,3,AU1000
873,AU,AU10A,WT,-17.69954396,145.5238012,28-Apr-06,2006,1/01/2001,2,889,1000,WT1000,upland,1,1,0,0,1,0,0,1,0,3,1,1,0,0,3,0,3,0,1,4,5,NA,0,0,0,0,0,1,2,0,0,0,3,0,0,1,3,3,0,0,3,0,0,5,AU1000
874,AU,AU10A,WT,-17.69954396,145.5238012,27-Mar-07,2007,1/01/2001,2,889,1000,WT1000,upland,1,1,0,0,0,2,0,2,2,1,2,1,0,1,1,0,2,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,0,0,0,0,0,5,AU1000
875,AU,AU10A,WT,-17.69954396,145.5238012,28-Oct-07,2007,1/01/2001,2,889,1000,WT1000,upland,1,1,2,1,0,6,1,4,5,0,2,4,0,2,4,0,2,0,6,3,0,NA,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,1,0,0,4,AU1000
876,AU,AU10A,WT,-17.69954396,145.5238012,4-Apr-08,2008,1/01/2002,3,889,1000,WT1000,upland,1,1,0,0,2,0,1,2,3,3,2,4,0,2,3,0,1,0,1,2,1,NA,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,AU1000
877,AU,AU10A,WT,-17.69954396,145.5238012,15-Jun-08,2008,1/01/2002,3,889,1000,WT1000,upland,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0,3,2,NA,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,AU1000
878,AU,AU10A,WT,-17.69954396,145.5238012,19-Oct-08,2008,1/01/2002,3,889,1000,WT1000,upland,1,1,1,0,0,1,0,6,1,2,0,4,1,2,3,0,2,0,4,2,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,AU1000
879,AU,AU10A,WT,-17.69954396,145.5238012,28-Mar-09,2009,1/01/2002,3,889,1000,WT1000,upland,1,1,0,0,0,1,0,2,1,2,2,1,0,0,2,0,5,0,3,2,2,NA,0,1,2,1,0,2,0,0,0,0,4,0,1,1,0,1,0,0,1,0,0,0,AU1000
880,AU,AU10A,WT,-17.69954396,145.5238012,20-Jun-09,2009,1/01/2002,3,889,1000,WT1000,upland,1,1,0,0,2,0,0,2,0,0,1,0,1,0,2,0,1,1,1,0,2,NA,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,AU1000
881,AU,AU10A,WT,-17.69954396,145.5238012,15-Oct-10,2010,1/01/2002,3,889,1000,WT1000,upland,1,1,0,0,0,8,1,2,5,6,2,3,0,1,2,0,4,0,0,5,0,NA,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,0,0,AU1000
882,AU,AU10A,WT,-17.69954396,145.5238012,18-Jan-12,2012,1/01/2003,4,889,1000,WT1000,upland,1,1,0,1,3,7,0,3,1,1,2,4,0,2,2,0,1,0,0,2,1,NA,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,AU1000
883,AU,AU10A,WT,-17.69954396,145.5238012,9-Aug-12,2012,1/01/2003,4,889,1000,WT1000,upland,1,1,0,0,3,2,0,0,4,4,3,4,0,1,2,0,4,0,4,0,3,NA,0,0,6,0,0,0,5,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,AU1000
884,AU,AU10A,WT,-17.69954396,145.5238012,14-Mar-13,2013,1/01/2003,4,889,1000,WT1000,upland,1,1,0,0,0,3,0,1,0,2,0,0,0,1,2,0,3,0,1,2,1,NA,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,AU1000
885,AU,AU10A,WT,-17.69954396,145.5238012,12-Jun-14,2014,1/01/2003,4,889,1000,WT1000,upland,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3,1,2,0,0,2,1,NA,0,0,2,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,3,0,1,3,AU1000
843,AU,AU10B,WT,-17.70136712,145.519902,27-Mar-07,2007,1/01/2001,2,879,1000,WT1000,upland,1,1,0,0,2,1,0,0,1,2,1,0,0,1,1,0,2,1,2,0,1,NA,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,4,AU1000
863,AU,AU10B,WT,-17.70061212,145.521643,9-Aug-12,2012,1/01/2003,4,851,1000,WT1000,upland,1,1,0,0,6,0,1,1,2,1,2,5,0,1,1,0,3,0,0,0,0,NA,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,AU1000
864,AU,AU10B,WT,-17.69997549,145.5211014,20-Jun-08,2008,1/01/2002,3,879,1000,WT1000,upland,1,1,0,0,0,3,3,0,2,3,0,0,0,5,1,0,4,0,2,0,5,NA,0,0,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,5,AU1000
865,AU,AU10B,WT,-17.69997549,145.5211014,9-Aug-12,2012,1/01/2003,4,879,1000,WT1000,upland,1,1,0,0,4,0,0,0,1,1,2,3,0,0,3,0,5,0,0,0,0,NA,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,AU1000
886,AU,AU10B,WT,-17.69939401,145.523086,27-Mar-07,2007,1/01/2001,2,889,1000,WT1000,upland,1,1,0,0,3,0,0,0,2,3,1,0,0,2,3,0,4,0,2,1,3,NA,0,0,0,0,0,0,0,1,0,2,3,0,1,0,1,1,0,0,1,0,0,2,AU1000
887,AU,AU10B,WT,-17.69646656,145.5219314,9-Aug-12,2012,1/01/2003,4,889,1000,WT1000,upland,1,1,0,0,2,3,1,0,2,1,2,6,0,1,4,0,2,0,0,0,4,NA,0,0,10,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,AU1000
1445,AU,AU1200,WT,-17.55821564,145.5461566,6-Mar-03,2003,1/01/2000,1,1309,1200,WT1200,upland,1,1,4,2,0,2,0,0,0,0,2,2,0,2,0,0,2,0,0,2,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,AU1200
1446,AU,AU1200,WT,-17.55640842,145.546171,6-Mar-03,2003,1/01/2000,1,1309,1200,WT1200,upland,1,1,0,1,0,1,1,0,1,0,0,0,0,3,0,0,2,0,1,0,0,NA,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,AU1200
1447,AU,AU1200,WT,-17.55638765,145.5433451,6-Mar-03,2003,1/01/2000,1,1268,1200,WT1200,upland,1,1,0,1,0,4,0,0,1,0,0,0,0,3,2,0,2,1,1,0,0,NA,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,AU1200
1448,AU,AU1200,WT,-17.548167,145.552341,15-Mar-03,2003,1/01/2000,1,1116,1200,WT1200,upland,1,1,0,0,0,5,2,0,1,1,5,0,0,1,2,0,2,0,1,3,2,NA,0,0,4,1,0,0,0,1,0,0,1,0,2,0,0,3,0,0,2,0,0,2,AU1200
1449,AU,AU1200,WT,-17.54760499,145.554578,5-Mar-03,2003,1/01/2000,1,1134,1200,WT1200,upland,1,1,2,0,0,3,2,0,3,0,10,0,0,2,2,0,3,0,0,0,1,NA,0,0,2,0,0,0,0,1,0,0,4,0,0,2,1,2,0,0,1,0,0,0,AU1200
1543,AU,AU1200,WT,-17.32695034,145.4155462,4-Mar-01,2001,1/01/2000,1,1116,1200,WT1200,upland,1,1,0,0,0,1,1,1,0,0,2,0,0,2,2,0,3,0,1,4,3,NA,0,2,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,3,AU1200
1547,AU,AU1200,WT,-17.30970588,145.4174532,4-Mar-01,2001,1/01/2000,1,1226,1200,WT1200,upland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,AU1200
1555,AU,AU1200,WT,-17.28623611,145.4252164,5-Mar-01,2001,1/01/2000,1,1210,1200,WT1200,upland,1,1,0,0,0,2,0,2,0,0,0,1,0,1,1,0,2,0,1,0,1,NA,0,1,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,AU1200
737,AU,AU1A,WT,-17.72020872,145.8553682,26-Mar-04,2004,1/01/2001,2,93,200,WT200,lowland,1,1,0,0,0,0,0,NA,1,1,0,1,0,0,0,4,0,NA,0,2,0,3,0,0,NA,0,0,0,0,NA,0,0,1,0,0,1,NA,1,1,0,0,0,4,0,AU200
738,AU,AU1A,WT,-17.72020047,145.8539538,26-Mar-04,2004,1/01/2001,2,93,200,WT200,lowland,1,1,0,0,0,0,0,NA,2,0,0,4,0,0,0,6,0,NA,0,0,0,4,3,0,NA,2,0,0,0,NA,0,0,4,0,0,0,NA,1,0,0,0,1,2,0,AU200
739,AU,AU1A,WT,-17.72020047,145.8539538,20-Oct-08,2008,1/01/2002,3,93,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,0,NA,0,2,0,3,3,0,NA,0,5,0,0,NA,0,0,0,0,0,3,NA,0,0,2,0,1,1,0,AU200
740,AU,AU1A,WT,-17.72014637,145.8570754,26-Mar-04,2004,1/01/2001,2,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,1,0,3,0,0,0,5,0,NA,0,1,0,3,0,1,NA,0,0,1,0,NA,0,0,2,0,0,1,NA,0,0,0,0,1,6,0,AU200
741,AU,AU1A,WT,-17.72014637,145.8570754,16-Jun-08,2008,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,4,NA,0,0,0,0,0,0,0,4,0,NA,0,0,0,3,0,2,NA,1,0,0,0,NA,0,0,1,0,0,3,NA,0,1,0,0,0,3,0,AU200
742,AU,AU1A,WT,-17.72014637,145.8570754,20-Oct-08,2008,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,0,NA,0,0,0,3,0,0,NA,0,0,0,0,NA,0,0,6,0,0,1,NA,0,0,0,0,0,3,0,AU200
743,AU,AU1A,WT,-17.72014637,145.8570754,30-Mar-09,2009,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,2,0,0,0,0,0,5,0,NA,0,2,0,2,2,2,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,1,0,0,0,1,7,0,AU200
745,AU,AU1A,WT,-17.71700607,145.8594433,18-Jun-04,2004,1/01/2001,2,91,200,WT200,lowland,1,1,1,0,0,0,0,NA,0,1,0,0,0,0,1,7,0,NA,0,1,0,3,1,0,NA,0,0,0,0,NA,0,0,1,0,0,2,NA,0,0,0,0,1,5,0,AU200
746,AU,AU1A,WT,-17.71700607,145.8594433,10-Mar-04,2004,1/01/2001,2,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,1,2,0,0,0,0,0,6,2,NA,0,1,0,0,3,0,NA,0,0,0,0,NA,0,0,1,0,0,0,NA,0,2,0,0,0,6,0,AU200
747,AU,AU1A,WT,-17.71700607,145.8594433,6-Feb-05,2005,1/01/2001,2,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,2,0,0,1,0,0,0,6,2,NA,0,3,0,3,0,0,NA,0,1,0,0,NA,0,0,0,0,4,1,NA,0,1,0,0,2,4,0,AU200
748,AU,AU1A,WT,-17.71700607,145.8594433,30-Oct-07,2007,1/01/2001,2,91,200,WT200,lowland,1,1,0,0,2,0,0,NA,0,0,0,0,0,0,0,4,0,NA,0,0,0,2,2,0,NA,0,0,0,0,NA,0,0,0,0,5,2,NA,0,2,4,0,0,2,0,AU200
749,AU,AU1A,WT,-17.71700607,145.8594433,7-Apr-08,2008,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,3,0,NA,0,1,0,4,0,1,NA,0,0,0,0,NA,0,0,0,0,1,2,NA,0,0,0,0,0,6,0,AU200
750,AU,AU1A,WT,-17.71700607,145.8594433,7-Apr-08,2008,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,0,0,1,0,0,0,5,0,NA,0,0,0,1,0,0,NA,0,0,0,0,NA,0,0,1,0,0,2,NA,0,0,0,0,0,3,0,AU200
751,AU,AU1A,WT,-17.71700607,145.8594433,16-Jun-08,2008,1/01/2002,3,91,200,WT200,lowland,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,0,NA,0,0,0,1,2,0,NA,0,0,0,0,NA,0,0,0,0,0,2,NA,0,0,0,0,1,6,0,AU200
